Gdy poziom insuliny w naszym organizmie jest zbyt duży, wtedy do mózgu nie dochodzą informacje przekazywane przez leptynę.;When the level of insulin in our body is too high, the information provided by leptin does not reach the brain.;leptynę;;
TWOJA metoda nauki jest najlepsza!;YOUR method of learning is the best!;najlepsza;;
Cukier krzepi Dziś już wiemy, że cukier nie jest dla nas zdrowy, ale jeszcze w połowie XX wieku cukier był promowany jako szybki nośnik energii.;Sugar comforts Today we know that sugar is not healthy for us, but in the middle of the 20th century sugar was promoted as a fast energy carrier.;krzepi;;
Jeśli powtarzamy jakieś czynności, wtedy nasze neurony otaczają się mieliną, to taka substancja, która powoduje, że przekazywanie sygnału jest jeszcze szybsze.;If we repeat any activity, then our neurons surround themselves with myelin, it's a substance that makes the transmission of the signal even faster.;mieliną;;
Faktycznie, cukier jest nośnikiem kalorii, ale oprócz kalorii nie ma w nim żadnych wartości odżywczych, cukier nie zawiera ani witamin, ani białka, nic wartościowego.;In fact, sugar is a carrier of calories, but in addition to calories there is no nutritional value in it, sugar contains neither vitamins nor protein, nothing valuable.;kalorii;;
Jeśli powtarzamy jakieś czynności, wtedy nasze neurony otaczają się mieliną, to taka substancja, która powoduje, że przekazywanie sygnału jest jeszcze szybsze.;If we repeat any activity, then our neurons surround themselves with myelin, it's a substance that makes the transmission of the signal even faster.;neurony;;
Będę Wam kibicował, a za kilka miesięcy mam nadzieję, że napiszecie że wszystko się udało i właśnie doszliście do celu, właśnie zmniejszyliście ilość zjadanego cukru.;I'll be rooting for you, and in a few months I hope you write that everything worked out and you've just reached your destination, you've just reduced the amount of sugar you eat.;zjadanego;;
Faktycznie, cukier jest nośnikiem kalorii, ale oprócz kalorii nie ma w nim żadnych wartości odżywczych, cukier nie zawiera ani witamin, ani białka, nic wartościowego.;In fact, sugar is a carrier of calories, but in addition to calories there is no nutritional value in it, sugar contains neither vitamins nor protein, nothing valuable.;odżywczych;;
Pozdrawiam Cię bardzo serdecznie.;I greet you very warmly.;Pozdrawiam;;
Na koniec usłyszałem, że moich dokumentów wystarczające (tak samo mówiła pani Anna z kursu Karta Polaka!!!) to było coś niesamowite!;Finally I heard that my documents were sufficient (as Anna said from the Polish Card course!!!) it was amazing!;wystarczające;;
Dziś posłuchamy nagrania, które dostałem od Władka z Kijowa.;Tonight we're gonna listen to the footage that Vladek gave me from Kiev.;Władka;;
Nasz mózg lubi gdy działamy na autopilocie.;Our brain likes it when we're on autopilot.;autopilocie;;
Jak si\u0119 macie?;How are you, ladies and gentlemen?;si;;
Dzi\u015b opowiem Wam o j\u0119zyku, kt\u00f3rego mo\u017cecie nauczy\u0107 si\u0119 bardzo szybko.;Today, I'm going to tell you about a language that you can learn very quickly.;Dzi;;
W\u0142a\u015bciwie ja tylko chcia\u0142am dobrze wym\u00f3wi\u0107 polskie imiona, na przyk\u0142ad Grzegorz, Przemys\u0142aw, Ma\u0142gorzata i przede wszystkim Zdzis\u0142aw.;In the case of Grzegorz, Przemysl, Ma0142gorzata and above all Zdzis\0142aw.;chcia;;
Anja zapyta\u0142a czy Ludwik Zamenhof by\u0142 Polakiem.;Anja will ask if Louis Zamenhof was a Pole.;Zamenhof;;
Z wielu powod\u00f3w musia\u0142em przenie\u015b\u0107 si\u0119 do Polski i teraz mieszkam i pracuj\u0119 w Siedlcach, to na Mazowszu.;For many reasons, I must move to Poland and now live and work in the Siedlce, it is in Mazowsze.;Siedlcach;;
Dzi\u015b w\u0142a\u015bnie przysz\u0142a pora na nagranie od Anji i jeszcze na koniec podcastu jeszcze pos\u0142uchamy nagrania od Dmitra.;Today's the time to record from Anja and at the end of the podcast, we'll be listening to the recordings from Dmitri.;Dmitra;;
Czasami wrzucacie filmiki na nasz\u0105 grup\u0119 na FB, bardzo to wszystko mnie cieszy, sprawiacie mi wielk\u0105 przyjemno\u015b\u0107.;Sometimes you put videos on our group, and I'm really happy about it, and it makes me feel really good.;przyjemno;;
To jest modlitwa Ojcze nasz w esperanto:    Patro nia, kiu estas en la \u0109ielosanktigata estu Via nomoVenu Via regnoFari\u011du Via volokiel en la \u0109ielo, tiel anka\u016d sur la teroNian panon \u0109iutagan donu al ni hodia\u016d    Jak Wam si\u0119 podoba?;It is the prayer of our Father in Esperanto: Patro nia, kiu estas en la \u0109ielosantigata estu Via nomoVenu Via regnoFari\u011du Via volokiel en la \u0109ielo, tiel aka\u016d sur la teroNian panon \u0109iutagan donu al ni hodia\u016d How do you like it?;podoba;;
Powiedzia\u0142, \u017ce to jest niebezpieczne, Rosjanie mogliby pomy\u015ble\u0107, \u017ce to jest jaki\u015b szyfr, \u017ce Zamenhof jest szpiegiem na przyk\u0142ad\u2026 mo\u017ce planuje zamach na cara Rosji.;Saying that it's dangerous, the Russians might think it's some kind of code, Zamenhof is a spy for example, maybe she's planning an assassination attempt on the Russian Tsar.;pomy;;
Zatem Ludwik Zamenhof m\u00f3wi\u0142 w tych czterech j\u0119zykach, mieszka\u0142 w mie\u015bcie wielokulturowym i to go chyba frustrowa\u0142o, bo gdy mia\u0142 10 lat napisa\u0142 nawet ksi\u0105\u017ck\u0119 \u201cWie\u017ca Babel, czyli tragedia bia\u0142ostocka w pi\u0119ciu aktach\u201d.;So Louis Zamenhof lives in a multicultural place, and it must be frustrating because when he is 10 years old he will write even a book.;ksi;;
Podobno najwi\u0119cej czytelnik\u00f3w tej gazety by\u0142o w Rosji\u2026 no i niestety po t\u0142umaczeniu tekstu Lwa To\u0142stoja gazeta zosta\u0142a zamkni\u0119ta, to znaczy zakazano jej sprzeda\u017cy w Rosji.;It is said that the most important reader of this newspaper was in Russia, and unfortunately after this translation of the text of the Lion The Lion was closed, i.e. it was forbidden to sell the Lion in Russia.;najwi;;
Jednak czyta\u0142em, \u017ce pozostawione dzieci tak, \u017ceby m\u00f3wi\u0142y tylko w esperanto\u2026 nie by\u0142oby dla nich dobre, bo mia\u0142yby trudno\u015bci z komunikacj\u0105.;However, reading children left behind in Esperanto wouldn't be good for them, because they wouldn't be able to communicate with them.;czyta;;
\u017beby m\u00f3wi\u0107 potrzebuj\u0119 znacznie wi\u0119cej wysi\u0142ku, ale to nic daj\u0119 sobie rad\u0119.;You're gonna need a lot more than that, but it's not gonna work.;wysi;;
Zupe\u0142nie nie wiem dlaczego m\u00f3wimy, \u017ce kto\u015b m\u00f3wi w jidisz, ale r\u00f3wnocze\u015bnie m\u00f3wimy, \u017ce m\u00f3wi po polsku, po rosyjsku i tak dalej, dlaczego w jidisz\u2026 a nie po jidisz.;I don't know why we're talking about who's in Yiddish, but why you're in Yiddish and not in Yiddish.;jidisz;;
W\u0142a\u015bciwie ja tylko chcia\u0142am dobrze wym\u00f3wi\u0107 polskie imiona, na przyk\u0142ad Grzegorz, Przemys\u0142aw, Ma\u0142gorzata i przede wszystkim Zdzis\u0142aw.;In the case of Grzegorz, Przemysl, Ma0142gorzata and above all Zdzis\0142aw.;przyk;;
Po wydaniu ksi\u0105\u017cki Zamenhof dosta\u0142 bardzo du\u017co pochlebnych recenzji, pochlebnych czyli pozytywnych, bardzo dobrych.;After the edition of the book Zamenhof got very much flattered reviews, flattering or positive, very good.;pochlebnych;;
Antoni Grabowskim, by\u0142 tak wielkim mi\u0142o\u015bnikiem esperanto, \u017ce przet\u0142umaczy\u0142 poemat Adama Mickiewicza pod tytu\u0142em Pan Tadeusz.;Antoni Grabowski, to be so great to me as an Esperanto, a poem by Adam Mickiewicz under the title of Mr Tadeusz.;przet;;
Chcia\u0142, \u017ceby to by\u0142o narz\u0119dzie, kt\u00f3re pomo\u017ce ludziom \u017cy\u0107 w przyja\u017ani.;Wanting to help people with friendship.;narz;;
Nagranie od Dmitrego    Dlatego na koniec jeszcze chc\u0119, \u017ceby\u015bmy pos\u0142uchali jeszcze jednego nagrania, kt\u00f3re tym razem dosta\u0142em od Dmitrego     Cze\u015b\u0107 Piotr, mam na imi\u0119 Dmitry.;The recording from Dmitry That's why at the end I still want to get one more recording from Dmitry Chef, Peter, I've got Dmitry's name on it.;Dmitry;;
Napisa\u0142 po rosyjsku, poniewa\u017c wyobra\u017cacie sobie, \u017ce \u017cyj\u0105c w Imperium Rosji, \u0142atwiej jest wyda\u0107\u2026 wyda\u0107 ksi\u0105\u017ck\u0119 po rosyjsku ni\u017c w innym j\u0119zyku, szczeg\u00f3lnie w tamtych czasach.;You write in Russian because you imagine that you will spend your money in Russian rather than in other languages, especially at that time.;wyobra;;
Ciesz\u0119 si\u0119, \u017ce piszecie do mnie o swoich sukcesach, czasami przysy\u0142acie mi swoje nagrania.;Enjoy the 0119, you write me about your successes, sometimes you send me your recordings.;przysy;;
Dzi\u0119ki twoim podcastom umiem rozumie\u0107 i wym\u00f3wi\u0107 po polsku coraz lepiej i dzi\u0119ki twoim r\u00f3\u017cnorodnym tematom teraz znam wi\u0119cej ni\u017c rok temu.;Today your podcastomes I understand and explain more and better in Polish and today your various topics now I know more than a year ago.;wi;;
Pozdrawiam ci\u0119 bardzo serdecznie, pa, pa!;I greet you very cordially, bye-bye!;Pozdrawiam;;
Dzi\u0119kuj\u0119 bardzo za twoj\u0105 wspania\u0142\u0105 prac\u0119.;Today, very much for your great work.;wspania;;
Napisa\u0142 po rosyjsku, poniewa\u017c wyobra\u017cacie sobie, \u017ce \u017cyj\u0105c w Imperium Rosji, \u0142atwiej jest wyda\u0107\u2026 wyda\u0107 ksi\u0105\u017ck\u0119 po rosyjsku ni\u017c w innym j\u0119zyku, szczeg\u00f3lnie w tamtych czasach.;You write in Russian because you imagine that you will spend your money in Russian rather than in other languages, especially at that time.;poniewa;;
Wed\u0142ug mnie to najciekawsza i co najwa\u017cniejsze najskuteczniejsza metoda.;According to me, this is the most interesting and most effective method.;najwa;;
Podobno, podobno wystarcza 50 godzin, \u017ceby nauczy\u0107 si\u0119 j\u0119zyka esperanto.;Apparently, 50 hours is enough to learn Esperanto's Esperanto language.;wystarcza;;
I kiedy Zamenhof wr\u00f3ci\u0142 z Moskwy chcia\u0142 obejrze\u0107 sw\u00f3j zeszyt, chcia\u0142 znale\u017a\u0107 sw\u00f3j zeszyt, obejrze\u0107 notatki.;And when Zamenhof back from Moscow wants to see his notebook, he wants to see his notebook, he wants to see his notes.;znale;;
I pewnie dlatego p\u00f3\u017aniej chcia\u0142 wymy\u015bli\u0107 co\u015b co pomo\u017ce ludziom porozumiewa\u0107 si\u0119.;And that's probably why you're going to want to come up with something that's going to help people communicate.;porozumiewa;;
Dziś opowiem jeszcze o siostrach Polgar, które były edukowane przez swojego ojca, zupełnie inaczej niż ich koleżanki.;Today I will tell you about Polgar's sisters, who were educated by their father, completely different from their friends.;Polgar;;
Zatem, gdy urodziła się jego trzecia córka, Judit, ją również kształcił w ten sam sposób.;So when his third daughter, Judit, was born, he also taught her the same way.;Judit;;
jestem z Białorusi, z Mińska, ale teraz mieszkam w Egipcie w Hurghadzie z rodziną.;I am from Belarus, from Minsk, but now I live in Egypt in Hurghada with my family.;Hurghadzie;;
Urodził się w Bostonie, 1 kwietnia 1898 roku – to ciekawe, urodził się w Prima Aprilis – przy okazji pozdrawiam wszystkich urodzonych 1 kwietnia.;He was born in Boston on April 1, 1898, and was born in Prima Aprilis, and greetings to all born April 1, 1898.;pozdrawiam;;
Przypadek sióstr Polgar Jeśli interesujecie się choć trochę szachami to na pewno słyszeliście o siostrach Polgar, które pochodzą z Węgier.;The Polgar sisters case If you're interested in chess at least you've heard of Polgar sisters who come from Hungary.;Węgier;;
Zawieszony, to znaczy wstrzymany, jeśli zawieszam coś to znaczy, że przez pewien czas tego nie robię.;Suspended, I mean suspended, if I'm suspending something, it means I'm not doing it for a while.;zawieszam;;
Wiemy du\u017co o \u015bwiecie, to nam na pewno pomaga w nauce j\u0119zyk\u00f3w, ale to \u017ce jeste\u015bmy doro\u015bli, mamy ju\u017c wiele nawyk\u00f3w, boimy si\u0119 wielu rzeczy, wstydzimy si\u0119 m\u00f3wi\u0107, to te\u017c nam troch\u0119 przeszkadza w nauce j\u0119zyk\u00f3w.;We know a lot about this, it certainly helps us learn a lot of languages, but it's a lot of things we're afraid of, we're ashamed of, it's a little bit of an obstacle to learning.;jeste;;
S\u0142uchajcie moi kochani, co to ja chcia\u0142em powiedzie\u0107, a ju\u017c wiem\u2026 Dzi\u0119ki za Wasze nagrania!;Listen to me, my dears, what I want to say, and I already know today for your recordings!;chcia;;
Rozpocz\u0119to budow\u0119 elektrowni j\u0105drowej, ale jednocze\u015bnie rozpocz\u0119to budow\u0119 nowego miasta, miasta w kt\u00f3rym mieli znale\u017a\u0107 miejsce do zamieszkania pracownicy elektrowni razem ze swoimi rodzinami.;The construction of a nuclear power plant began at the same time, but the construction of a new city began at the same time, the city where the employees of the power plant together with their families had found a place to live.;budow;;
S\u0142uchajcie moi kochani, co to ja chcia\u0142em powiedzie\u0107, a ju\u017c wiem\u2026 Dzi\u0119ki za Wasze nagrania!;Listen to me, my dears, what I want to say, and I already know today for your recordings!;Dzi;;
Zapraszam wszystkich do pos\u0142uchania podcastu, pozw\u00f3lcie, \u017ce si\u0119 przedstawi\u0119 -- mam na imi\u0119 Piotr, nie jestem z wykszta\u0142cenia ani nauczycielem, ani polonist\u0105, ani lingwist\u0105, ale z przyjemno\u015bci\u0105 pomagam Wam w nauce j\u0119zyka polskiego.;I invite you all to give me a podcast, sue me, introduce me to Peter, I'm not a teacher, I'm not a Polish teacher, I'm not a linguist, I'm not a linguist, I'm not a Polish teacher, I'm not a linguist, but I'm happy to help you learn Polish.;przyjemno;;
Nagranie od Diany    Dzie\u0144 dobry panie Piotrze, dzie\u0144 dobry wszystkim!Zdecydowa\u0142am si\u0119 wreszcie zrobi\u0107 nagranie i opowiedzie\u0107 swoj\u0105 histori\u0119 o tym jak uczy\u0142am si\u0119 j\u0119zyka polskiego i co sprowadzi\u0142o do znajomo\u015bci z j\u0119zykiem polskim.;The recording from Diana Today good Mr Peter, good to all!Definitely I am finally going to make a recording and tell your story about how I am learning Polish and what will bring you to a knowledge of Polish language.;Zdecydowa;;
Niekt\u00f3re agencje na zachodzie rozpowszechniaj\u0105 pog\u0142oski jakoby w czasie awarii w elektrowni atomowej zgin\u0119\u0142y tysi\u0105ce ludzi.;Some agencies in the west are spreading the poetry as if during a nuclear accident thousands of people died in the nuclear power plant.;Niekt;;
Dwa dni po katastrofie stacja monitoruj\u0105ca na p\u00f3\u0142nocnym-wschodzie Polski zarejestrowa\u0142a obecno\u015b\u0107 izotop\u00f3w radioaktywnych w powietrzu.;Two days after the crash, the station monitors at the northeast of Poland registering the presence of radioactive isotopes in the air.;obecno;;
W wyniku tej eksplozji zmar\u0142o 200 os\u00f3b, 10 tysi\u0119cy os\u00f3b ewakuowano, a p\u00f3\u0142 miliona, p\u00f3\u0142 miliona ludzi  by\u0142o nara\u017conych na dzia\u0142anie promieniowania jonizuj\u0105cego.;As a result of this explosion, 200 people died, 10,000 people were evacuated and a million people were exposed to ionizing radiation.;zmar;;
Zatem\u2026 zatem z nauk\u0105 j\u0119zyk\u00f3w jest tak jak z w\u0142osami, nie musimy nic robi\u0107, wystarczy s\u0142ucha\u0107, czyta\u0107 i czeka\u0107, a w\u0142osy same rosn\u0105.;Therefore, from the teachings of 0105 it is the same as with the words of the 0142s, we do not have to do anything, we just need to read the words and wait for them to grow.;rosn;;
Komunikat by\u0142 kr\u00f3tki i informowa\u0142 o wybuchu, ale nie informowa\u0142 o niebezpiecze\u0144stwach dla ludno\u015bci.;The message was brief and informed about the explosion, but did not inform about the danger for the population.;niebezpiecze;;
B\u0119d\u0119 bardzo wdzi\u0119czna je\u017celi zwr\u00f3cicie moj\u0105 uwag\u0119 w czym potrzebnie (nad czym musz\u0119) pracowa\u0107 \u017ceby pozby\u0107 si\u0119 akcentu.;You're very grateful if you're paying my attention where you need to (where you need to work) to get rid of your accent.;wdzi;;
O 1:30 nocy 650 km od Warszawy nast\u0105pi\u0142a najwi\u0119ksza katastrofa j\u0105drowa w dziejach ludzko\u015bci.;At 1:30 a.m. 650 km from Warsaw the next most major disaster in human history.;najwi;;
Okazuje si\u0119, \u017ce teraz wok\u00f3\u0142 Czarnobyla \u017cyje wiele zwierz\u0105t, jelenie, wilki, dziki, lisy, borsuki, nied\u017awiedzie, a nawet ko\u0144 Przewalskiego.;It turns out, now around Chernobyl many animals, deer, wolves, wild foxes, badgers, babies and even some Przewalski.;Przewalskiego;;
Tak w\u0142a\u015bnie si\u0119 dzieje, poniewa\u017c nauka trwa d\u0142ugo, wszystko dzieje si\u0119 wolno, nawet nie zauwa\u017camy, \u017ce to si\u0119 dzieje.;So in the history of science it takes a long time, everything happens slowly, we don't even notice, it's happening.;zauwa;;
Najwa\u017cniejsze jest \u017ceby s\u0142ucha\u0107 tego co si\u0119 rozumie, przynajmniej mniej wi\u0119cej.;The most important thing is to understand what you understand, at least less.;wi;;
Tego dnia na zlecenie partii PZPR, pami\u0119tacie, \u017ce w tym czasie istnia\u0142a tylko jedna partia polityczna, w\u0142adze partii ustali\u0142y, \u017ce nale\u017cy dzieciom poda\u0107 p\u0142yn Lugola.;On that day, on behalf of the PZPR party, remember, there is only one political party, within the party's mandate, to establish the appropriate children's Lugol.;Lugola;;
Na przyk\u0142ad potrafimy czyta\u0107, potrafimy te\u017c m\u00f3wi\u0107 ju\u017c w przynajmniej jednym j\u0119zyku.;For example, we can read, we can read, we can read, we can read, we can read, we can read, we can read, we can read, we can read, we can read, we can read, we can read, we can read, we can read, we can read, we can read, we can read, we can read, we can read, we can read, we can read, we can read, we can read, we can read, we can read, we can read in at least one language.;przyk;;
Najwa\u017cniejsze jest \u017ceby s\u0142ucha\u0107 tego co si\u0119 rozumie, przynajmniej mniej wi\u0119cej.;The most important thing is to understand what you understand, at least less.;Najwa;;
Elektrownia Czarnobylska by\u0142a jedn\u0105 z najwi\u0119kszych w Zwi\u0105zku Radzieckim, oczywi\u015bcie nie by\u0142a jedyna.;Chernobyl power plant was one of the largest in the Soviet Union, of course it was not the only one.;Czarnobylska;;
Dok\u0142adnie 20 lat po katastrofie kysztymskiej, w 1977 roku ruszy\u0142 pierwszy reaktor j\u0105drowy w elektrowni czarnobylskiej.;About 20 years after the Kyštym disaster, in 1977 the first nuclear reactor will begin.;czarnobylskiej;;
Zamkni\u0119ta strefa buforowa    Wok\u00f3\u0142 Czarnobyla powsta\u0142a zamkni\u0119ta strefa buforowa.;The closure of the buffer zone Wok00f3 \u0142 Chernobyl is created and the closure of the buffer zone is closed.;buforowa;;
Amerykanie wiedzieli o wszystkim, ale ich opinia publiczna r\u00f3wnie\u017c nie zosta\u0142a wtedy poinformowana.;The Americans knew everything, but their public opinion was not informed then.;Amerykanie;;
Potem okaza\u0142o si\u0119, \u017ce opary o\u0142owiu, kt\u00f3re powsta\u0142y podczas gaszenia wyrz\u0105dzi\u0142y ogromne szkody osobom gasz\u0105cym ruiny.;Then it turned out to be a huge fumes of fumes, which were created during the extinction of the ruins.;powsta;;
Tak w\u0142a\u015bnie si\u0119 dzieje, poniewa\u017c nauka trwa d\u0142ugo, wszystko dzieje si\u0119 wolno, nawet nie zauwa\u017camy, \u017ce to si\u0119 dzieje.;So in the history of science it takes a long time, everything happens slowly, we don't even notice, it's happening.;poniewa;;
W 1957 roku dosz\u0142o do eksplozji, to nie by\u0142a eksplozja nuklearna, ale dziesi\u0105tki tysi\u0119cy ton odpad\u00f3w nuklearnych pokry\u0142y 40 tysi\u0119cy kilometr\u00f3w kwadratowych.;In 1957, it was not a nuclear explosion, but a ten thousand tons of nuclear waste covered by 40 thousand kilometers square.;dosz;;
W 2011 roku, po trz\u0119sieniu ziemi, a potem wielkim tsunami dosz\u0142o do uszkodzenia rdzenia elektrowni atomowej.;In 2011, after the reign of the land, and then a great tsunami, there was damage to the nuclear power plant's core.;tsunami;;
Ciesz\u0119 si\u0119, \u017ce przysy\u0142acie mi nagrania, w kt\u00f3rych m\u00f3wicie po polsku.;You're enjoying the good news that you're sending me videos in which you're speaking Polish.;przysy;;
Zamkni\u0119ta strefa buforowa    Wok\u00f3\u0142 Czarnobyla powsta\u0142a zamkni\u0119ta strefa buforowa.;The closure of the buffer zone Wok00f3 \u0142 Chernobyl is created and the closure of the buffer zone is closed.;Zamkni;;
Okazuje si\u0119, \u017ce w tej chwili promieniowanie na tym terenie nie jest ju\u017c bardzo du\u017ce.;It turns out that the radiation in this area is no longer very high.;promieniowanie;;
Tylko 100 km od stolicy Ukrainy, od Kijowa.;Only 100 km from the capital of Ukraine, from Kiev.;Kijowa;;
Za pi\u0119\u0107 godzin ochrona radiologiczna og\u0142osi\u0142a w Polsce alarm.;For five-seven hours, radiological protection of the Polish alarm system.;radiologiczna;;
Ja oczywi\u015bcie chc\u0119 pom\u00f3c wszystkim, kt\u00f3rzy chc\u0105 nauczy\u0107 si\u0119 m\u00f3wi\u0107 po polsku, to proste, j\u0119zyk kt\u00f3ry najlepiej znam to w\u0142a\u015bnie j\u0119zyk polski, m\u00f3wi\u0119 nim od ponad 50 lat i jest to po prostu m\u00f3j j\u0119zyk ojczysty.;I, of course, want to help everyone who wants to learn how to speak Polish, that's simple, that's the language that I know best about in English for over 50 years and that's just my mother tongue.;ojczysty;;
Ostatnio ogl\u0105da\u0142em film Ballada o Busterze Scruggsie, mo\u017cecie znale\u017a\u0107 ten film na Netflix, polecam, fajny film.;Last time I saw the Ballad movie about Buster Scruggs, you might find this movie on Netflix, I recommend a cool movie.;znale;;
Niekt\u00f3re agencje na zachodzie rozpowszechniaj\u0105 pog\u0142oski jakoby w czasie awarii w elektrowni atomowej zgin\u0119\u0142y tysi\u0105ce ludzi.;Some agencies in the west are spreading the poetry as if during a nuclear accident thousands of people died in the nuclear power plant.;zgin;;
B\u0119d\u0119 bardzo wdzi\u0119czna je\u017celi zwr\u00f3cicie moj\u0105 uwag\u0119 w czym potrzebnie (nad czym musz\u0119) pracowa\u0107 \u017ceby pozby\u0107 si\u0119 akcentu.;You're very grateful if you're paying my attention where you need to (where you need to work) to get rid of your accent.;pracowa;;
Pos\u0142uchajcie zdania po polsku i spr\u00f3bujcie je powt\u00f3rzy\u0107 jednocze\u015bnie nagrywaj\u0105c siebie.;Listen to the sentences in Polish and repeat them once again. At the same time, record yourself.;powt;;
Wybuch czwartego reaktora    26 kwietnia rozpocz\u0105\u0142 si\u0119 rutynowymi pracami, podobno symulowano sytuacj\u0119 krytyczn\u0105.;The explosion of the fourth reactor on April 26 began with routine work, supposedly simulated a critical situation.;sytuacj;;
My\u015bl\u0119, \u017ce po prostu umieraj\u0105, bo s\u0105 ju\u017c starymi lud\u017ami, bez pomocy medycznej, bez lekarstw, bez cywilizacji    Na teren Czarnobyla przyje\u017cd\u017caj\u0105 r\u00f3wnie\u017c naukowcy.;We think you're just dying because they're already old people, without medical help, without medicine, without civilization, they're coming to Chernobyl with scientists.;przyje;;
Dzi\u0119kuj\u0119 serdecznie, pozdrawiam wszystkich.;Today, I cordially greet you all.;pozdrawiam;;
Jednak co ciekawe CIA wiedzia\u0142a o wypadku nied\u0142ugo po wydarzeniu.;But what's interesting is the CIA knows about the accident shortly after the event.;nied;;
Jeden z kierowc\u00f3w wozu stra\u017cackiego opowiada\u0142, \u017ce gdy przyjechali do elektrowni widzieli le\u017c\u0105ce na ziemi kawa\u0142ki grafitu.;One of the drivers of the strašcacki car tells a story, when they arrived at the power plant they saw a few coffees of graphite on the ground.;grafitu;;
Z zak\u0142adu wycieka\u0142a ska\u017cona promieniowaniem woda, kt\u00f3re przedostawa\u0142a si\u0119 do rzeki i okolicznych jezior.;There's a leak of radiation in the water that gets through the river and the surrounding lakes.;okolicznych;;
My\u015bl\u0119, \u017ce tak na przyk\u0142ad \u0107wicz\u0105 aktorzy, tak sobie to wyobra\u017cam, \u017ce tak \u0107wicz\u0105 aktorzy, kt\u00f3rzy chc\u0105 m\u00f3wi\u0107 w filmie z konkretnym akcentem.;I'm thinking, for example, of the actors who want to make a movie with a specific accent.;wyobra;;
Tego dnia na zlecenie partii PZPR, pami\u0119tacie, \u017ce w tym czasie istnia\u0142a tylko jedna partia polityczna, w\u0142adze partii ustali\u0142y, \u017ce nale\u017cy dzieciom poda\u0107 p\u0142yn Lugola.;On that day, on behalf of the PZPR party, remember, there is only one political party, within the party's mandate, to establish the appropriate children's Lugol.;nale;;
Zapraszam do s\u0142uchania podcast\u00f3w, bo moim zdaniem w\u0142a\u015bnie s\u0142uchanie i czytanie daje wspania\u0142e rezultaty.;Welcome to podcasting, because in my opinion there are wonderful results in reading and reading.;wspania;;
Dziś posłuchamy nagrania od Lincolna.;Tonight we're gonna listen to Lincoln's footage.;Lincolna;;
Podobnie mają się sprawy jeśli chodzi o bioinżynierię.;The same is true of bioengineering.;bioinżynierię;;
Nie tak dawno polecałem Wam książki izraelskiego autora, Yuvala Harari, myślę tu o książkach “Sapiens – Od zwierząt do bogów” i o drugiej książce “Homo Deus – Krótka historia jutra”.;"Not long ago, I recommended to you the books of the Israeli author Yuvala Harari, here I am thinking about the books ""Sapiens "" from animals to gods and about the second book ""Homo Deus "" - The Short History of Tomorrow.";Yuvala;;
Nie tak dawno polecałem Wam książki izraelskiego autora, Yuvala Harari, myślę tu o książkach “Sapiens – Od zwierząt do bogów” i o drugiej książce “Homo Deus – Krótka historia jutra”.;"Not long ago, I recommended to you the books of the Israeli author Yuvala Harari, here I am thinking about the books ""Sapiens "" from animals to gods and about the second book ""Homo Deus "" - The Short History of Tomorrow.";Harari;;
Tam ludzie myślą, że Meksykanie zabierają pracę Amerykanom, może jeszcze tak jest, ale w niedalekiej przyszłości to roboty i algorytmy zabiorą pracę Amerykanom, nie Meksykanie.;There people think the Mexicans are taking American jobs, maybe they are, but in the near future, robots and algorithms are gonna take American jobs, not Mexicans.;Amerykanom;;
Ja mieszkam w Europie i ostatnie setki lat historii świata wyglądały tak, że Europejczycy kolonizowali świat.;I live in Europe and the last hundreds of years of world history have looked like Europeans colonized the world.;kolonizowali;;
Dziś chciałbym zwrócić Waszą uwagę na dwa nurty, dwa nurty, które tak mi się wydaje walczą obecnie ze sobą, myślę tu o globalizmie i nacjonalizmie.;Today I would like to draw your attention to two currents, two currents that I think are currently fighting each other, here I am thinking about globalism and nationalism.;globalizmie;;
W tej chwili podział staje się trochę inny, mamy podział na globalistów i nacjonalistów, albo lokalistów, nie wiem czy jest takie słowo — lokaliści — chyba wymyśliłem właśnie nowe słowo.;"At the moment the division becomes a little bit different, we have a division between globalists and nationalists, or localists, I don't know if that's the word ""localities"" I think I just came up with a new word.";globalistów;;
Nagranie od Krysi Zanim zacznę mówić na ten temat, chcę żeby najpierw powiedziała coś Krysia z Tajwanu.;Before I start talking about it, I want her to say something to Krysia from Taiwan first.;Krysi;;
Zatem, te grupy to po pierwsze naukowcy, którzy uważają, że ostatnie zmiany klimatu są spowodowane przez wpływ człowieka, przede wszystkim przez spalanie paliw kopalnych, czyli gazu, węgla i ropy naftowej.;Thus, these groups are first of all scientists who believe that recent climate change is caused by human influence, primarily by burning fossil fuels, namely gas, coal and oil.;spalanie;;
Większość naukowców z tej grupy należy do Międzyrządowego Zespołu do spraw Zmian Klimatu, tak, tak to się nazywa Międzyrządowy Zespół do spraw Zmian Klimatu, skrót angielski to IPCC.;Most of the scientists in this group belong to the Intergovernmental Panel on Climate Change, yes, that's what we call the Intergovernmental Panel on Climate Change, the English abbreviation is the IPCC.;Międzyrządowego;;
Po polsku taki pas ruchu nazywa się buspas, bo jeżdżą tam tylko autobusy i taksówki.;In Polish such a lane is called buspas, because only buses and taxis go there.;buspas;;
Nagranie od Krysi Zanim zacznę mówić na ten temat, chcę żeby najpierw powiedziała coś Krysia z Tajwanu.;Before I start talking about it, I want her to say something to Krysia from Taiwan first.;Krysia;;
